id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35797,Villa Dante,153786,Dici,,Cuajimalpa de Morelos,19.38283,-99.27178,Entire home/apt,3882,1,0,,,1,363,0,
2075738,Amazing apartment Mexico City!!!,2339771,Rodrigo,,Cuauhtémoc,19.41909,-99.16043,Entire home/apt,2764,2,73,2022-12-12,0.67,1,271,17,
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33009,-99.21418,Private room,583,1,2,2022-07-31,0.02,2,303,1,
44616,CONDESA HAUS  B&B,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41162,-99.17794,Entire home/apt,18000,1,62,2022-11-06,0.46,12,350,12,
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35379,-99.28459,Private room,500,2,27,2019-11-30,0.25,2,361,0,
2083241,Condesa Apartment in 1920s Landmarked Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.4153,-99.16763,Entire home/apt,1823,3,263,2022-12-18,2.62,3,142,36,
56074,Great space in historical San Rafael,265650,Maris,,Cuauhtémoc,19.43977,-99.15605,Entire home/apt,660,3,83,2022-12-10,0.58,2,353,16,
784107,Lovely flat in Roma-Condesa,3126571,Andrea,,Cuauhtémoc,19.41554,-99.17139,Entire home/apt,1653,2,64,2022-11-23,0.56,1,49,6,
61792,Spacious Clean Quiet room (own bath) in Condesa,299558,Roberto,,Cuauhtémoc,19.41083,-99.18057,Private room,1164,2,61,2022-12-03,0.97,2,88,8,
796477,Classic but Modern Apartment in Condesa,4195771,Jair,,Cuauhtémoc,19.41824,-99.1756,Private room,582,5,148,2022-11-30,1.51,1,332,5,
2084093,5 min from CDMX´s airport,10644799,Benito,,Venustiano Carranza,19.43949,-99.08769,Entire home/apt,428,1,579,2022-12-19,5.72,6,358,31,
67703,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,,Cuauhtémoc,19.41152,-99.16857,Entire home/apt,2426,4,46,2022-11-25,0.34,2,307,7,
2088218,Private rooms near old Coyoacan center,10659485,Cécile,,Coyoacán,19.34022,-99.15306,Private room,375,2,5,2018-05-15,0.05,1,331,0,
817291,Live Mexico City Like a Small Town,4017148,Alberto & Lu,,Benito Juárez,19.38468,-99.17708,Entire home/apt,1580,2,64,2022-12-03,0.52,1,291,3,
70644,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,,Coyoacán,19.35448,-99.16217,Entire home/apt,1736,7,114,2022-10-27,0.86,2,93,8,
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1400,4,53,2022-12-18,0.46,1,345,3,
2093036,Departamento 2 dormitorios x Antara,3083561,Federico,,Miguel Hidalgo,19.44178,-99.20202,Private room,3008,1,0,,,1,365,0,
107078,NEW  DESIGNER LOFT,540705,Andrea,,Miguel Hidalgo,19.43211,-99.19327,Entire home/apt,3649,2,10,2019-10-05,0.12,3,338,0,
2094427,Polanco Concept Studio Loft...,3675629,Patricia (Pâté),,Miguel Hidalgo,19.43573,-99.18955,Entire home/apt,1503,2,79,2022-12-21,0.78,9,309,11,
131610,MARIA DEL ALMA,647454,Fernando,,Coyoacán,19.35416,-99.16488,Private room,1322,1,0,,,3,71,0,
2112138,COYOACAN NICE ♥ FLAT !!,16840050,Mónica,,Coyoacán,19.35284,-99.1695,Entire home/apt,1100,3,37,2019-12-19,0.34,2,321,0,
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34183,-99.15533,Entire home/apt,873,2,26,2022-10-30,0.34,1,361,1,
165772,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40826,-99.18659,Entire home/apt,3888,2,289,2022-11-18,2.08,6,244,16,
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,,Cuauhtémoc,19.44262,-99.14566,Private room,427,1,127,2022-09-06,1.04,6,311,3,
844818,Well located on calm neighborhood,4410326,Fernando,,Benito Juárez,19.38336,-99.18197,Private room,480,2,9,2022-10-31,0.07,1,222,1,
2117709,Nice and luminous apartment in Coyoacan,4079778,Rosa Maria,,Coyoacán,19.34219,-99.15952,Entire home/apt,718,3,9,2021-11-03,0.08,3,331,0,
2118573,Walk to WTC from a Family Apartment in a Trendy Neighborhood,10802698,Hector,,Benito Juárez,19.38777,-99.17532,Entire home/apt,2500,2,207,2022-12-13,1.91,3,79,31,
171109,Cool room near WTC and Metrobus,816295,Carlos,,Benito Juárez,19.39675,-99.17581,Private room,295,4,87,2022-10-31,0.81,2,306,11,
2127400,Stay like a local in Roma Norte,350668,Blair,,Cuauhtémoc,19.4191,-99.15904,Private room,1650,2,157,2022-03-07,1.44,1,212,2,
858277,"Beautiful, Big apartment, Condesa,",3200155,Paulina,,Cuauhtémoc,19.41319,-99.1758,Entire home/apt,1844,2,136,2020-03-03,1.12,2,245,0,
180808,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,,Cuauhtémoc,19.4239,-99.1689,Entire home/apt,1625,3,44,2022-12-04,0.34,1,232,7,
187030,Spacious apt with the best rooftop in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,50000,14,100,2022-09-14,0.74,6,0,3,
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.43078,-99.17011,Hotel room,1067,2,31,2022-01-01,0.26,11,243,1,
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43068,-99.17007,Hotel room,970,2,46,2022-10-28,0.45,11,351,10,
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,970,2,23,2022-11-11,0.19,11,364,5,
2130176,Charming Apt in the best location,1326107,Jacqueline,,Cuauhtémoc,19.41416,-99.1568,Entire home/apt,1050,5,37,2022-11-19,0.35,4,303,1,
2171338,PASEO DE LA REFORMA+GYM+POOL,110218260,Elizabeth,,Cuauhtémoc,19.43339,-99.15467,Entire home/apt,1439,2,360,2022-12-10,3.30,1,343,42,
187745,Extraordinarily Spacious Apt. in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,5000,14,24,2018-01-03,0.22,6,0,0,
194937,Sunny & Fresh Apt. with best rooftop in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,2371,5,67,2022-11-30,0.50,6,3,3,
2178349,lovely apartment in the heart of CDMX,906106,Francisco Manuel,,Cuauhtémoc,19.429147720336914,-99.15665435791016,Entire home/apt,1043,2,19,2022-12-09,0.17,1,238,13,
869063,Business Suite BLACK near Reforma,3850198,Hermann,,Cuauhtémoc,19.43052,-99.17003,Hotel room,970,2,21,2022-11-29,0.25,11,361,3,
198778,Smack in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41554,-99.17927,Entire home/apt,1200,2,172,2022-12-01,1.25,2,301,1,
883511,Cozy House with Roofterrace group 29 pax Center DF,3777702,Abraham,,Cuauhtémoc,19.44207,-99.14797,Entire home/apt,2717,1,227,2022-12-27,1.88,6,287,32,
204887,"Traditional neighborhood: Escandón, Condesa & Roma",998053,MaryJo,,Cuauhtémoc,19.4059,-99.17548,Entire home/apt,1200,3,27,2021-11-13,0.21,1,363,0,
217685,Spacious and cozy apartment in trendy Condesa,184410,Veronica,,Cuauhtémoc,19.40491,-99.17177,Entire home/apt,776,7,37,2022-12-21,0.39,1,249,19,
898633,1 Bedroom Apt with Balcony  / City skyline view,4796027,Marco,,Cuauhtémoc,19.42063,-99.16586,Entire home/apt,1708,3,53,2022-10-17,0.45,3,317,2,
2182375,Bright and beautiful apt Narvarte,1979548,Oscar,,Benito Juárez,19.38212,-99.15361,Entire home/apt,2600,3,40,2019-12-31,0.44,2,363,0,
245507,"Best location in town, Reforma Ave area.",1288063,Francisco,,Cuauhtémoc,19.4236,-99.16979,Entire home/apt,1234,1,322,2022-12-03,2.36,1,344,42,
2228415,Contemporary House with Jacuzzi in San Angel,2518152,Martha Laura,,Álvaro Obregón,19.34948,-99.19381,Entire home/apt,5000,15,4,2021-11-21,0.05,7,343,0,
2238309,"Condesa Moderno Loft, alberca, gym y excelente internet...  Ideal Ejecutivos",7165956,Elena,,Cuauhtémoc,19.41689,-99.17792,Entire home/apt,1543,28,250,2022-12-16,2.44,2,335,3,
913084,15 blocks from Paseo de la Reforma,4647293,Martina,,Miguel Hidalgo,19.43956,-99.17263,Entire home/apt,787,2,146,2022-12-17,1.25,2,286,21,
939721,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,,Cuauhtémoc,19.42288,-99.15488,Entire home/apt,1650,3,477,2022-12-05,4.03,3,302,43,
247543,"Independent studio, top location",1297488,Petra,,Cuauhtémoc,19.43516,-99.13806,Entire home/apt,636,3,93,2022-12-07,0.69,6,223,13,
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41434,-99.15857,Entire home/apt,1594,2,417,2022-12-14,3.56,1,335,30,
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,Cuauhtémoc,19.41472,-99.15602,Private room,591,5,19,2022-11-07,0.14,4,348,3,
2284377,Comfy room in Polanco,11668406,Plinio,,Miguel Hidalgo,19.436834,-99.207855,Private room,679,15,19,2022-09-30,0.18,1,223,4,
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Maria Jose,,Miguel Hidalgo,19.40663,-99.18653,Entire home/apt,3888,2,319,2022-11-27,2.37,6,244,32,
276504,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38061,-99.12729,Entire home/apt,1941,7,0,,,1,0,0,
2289797,Feel like in your own apartment,10211713,Karla,,Cuauhtémoc,19.42054,-99.17074,Entire home/apt,1057,20,292,2022-11-19,2.70,1,307,7,
1001517,Colonial House Downtown Coyoacan,5507751,Arlette And Fernando,,Coyoacán,19.3461,-99.15911,Entire home/apt,1949,2,70,2020-03-15,0.61,3,331,0,
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41108,-99.17634,Hotel room,3380,1,7,2019-10-05,0.07,12,339,0,
287940,Furnished lovely cozy studio,1497087,Penelope,,Cuauhtémoc,19.41241,-99.1753,Entire home/apt,640,1,381,2022-12-14,3.33,9,317,44,
1007174,Private en suite in City house,5540061,Julian,,Cuauhtémoc,19.43817,-99.15466,Private room,776,3,10,2022-11-22,0.09,1,348,1,
2297044,Luxury apartments in Roma/Condesa,8618270,Benjamin And Martha,,Cuauhtémoc,19.41767,-99.16652,Entire home/apt,2500,3,8,2021-11-10,0.07,4,365,0,
291804,A nice room with great location,1511568,Luis Ernesto,,Benito Juárez,19.36305,-99.15412,Private room,583,2,0,,,1,365,0,
2297850,GREAT PLACE TO STAY @ POLANCO MEX,11736749,Francisco,,Miguel Hidalgo,19.42887,-99.17651,Private room,714,30,223,2022-10-31,2.06,2,320,7,
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34406,-99.19413,Entire home/apt,6805,7,18,2022-07-31,0.15,1,266,2,
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,,Cuauhtémoc,19.43358,-99.14452,Entire home/apt,1456,3,119,2019-11-03,0.91,1,243,0,
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,372,2,51,2022-09-02,0.46,2,213,4,
2307983,BRIGHT & MODERN TWO LEVEL PENTHOUSE,3887359,Sergio,,Cuauhtémoc,19.42589,-99.16634,Entire home/apt,1613,2,273,2022-12-10,2.55,1,101,22,
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41368,-99.17907,Entire home/apt,1200,2,189,2022-06-02,1.44,2,206,8,
2315918,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,,Cuauhtémoc,19.418,-99.16532,Entire home/apt,2250,3,7,2021-07-01,0.07,4,365,0,
1022380,Feel the Magic of Mexico City from this Duplex Loft,3285196,Juan Carlos,,Cuauhtémoc,19.43271,-99.13857,Entire home/apt,1584,1,326,2022-09-03,2.76,7,0,25,
324769,2Room new apartment in modern complex,1661848,David,,Miguel Hidalgo,19.45906,-99.19071,Entire home/apt,680,3,43,2022-11-28,0.37,1,172,5,
2318781,The greatest location in Downtown,11841732,Karla,,Cuauhtémoc,19.42843,-99.13772,Private room,758,1,130,2022-11-12,1.45,2,365,7,
325812,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),,Cuauhtémoc,19.43319,-99.14665,Private room,485,4,107,2020-09-19,0.99,1,157,0,
2345760,Room for rent in Mexico City,11979276,(Email hidden by Airbnb),,Miguel Hidalgo,19.39969,-99.17173,Private room,500,3,2,2022-11-21,1.00,1,364,2,
1051636,Chilango chic: room historic Condesa DF,1809694,Deborah,,Cuauhtémoc,19.40592,-99.1691,Private room,757,2,27,2022-04-21,0.23,1,364,2,
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,389,2,203,2022-12-20,1.70,2,143,10,
326475,Room in contemporary chic apt: Roma-Best location,1670032,Maria Isabel,,Cuauhtémoc,19.41444,-99.15734,Private room,550,7,117,2022-12-11,1.25,2,58,9,
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35445,-99.16251,Private room,1059,2,150,2022-12-17,1.35,5,349,7,
2373420,Cultural area of Mexico City,11928644,Omar  Josué,,Coyoacán,19.30729,-99.16962,Private room,450,1,16,2022-12-11,0.17,1,365,6,
329776,Habitación Verde.,1683373,Miguel,,Tlalpan,19.2751,-99.17757,Private room,291,2,17,2022-10-30,0.26,5,0,1,
2401724,Excellent location renovated Apt. Roma/Condesa 1,7729316,Yaniv,,Cuauhtémoc,19.4171,-99.1725,Entire home/apt,1400,1,204,2022-12-23,3.12,4,157,65,
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30523,-99.18356,Private room,450,1,36,2022-11-21,0.37,1,359,10,
331030,Rento recámara en Coyoacán centro,1688597,Emma,,Coyoacán,19.34549,-99.15872,Private room,1900,2,0,,,1,363,0,
1130658,"Comfort, convenience & security, all in one place",6203086,Jose,,Benito Juárez,19.36809,-99.17821,Entire home/apt,850,2,26,2022-01-04,0.23,3,302,1,
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36613,-99.17831,Private room,440,2,9,2021-12-25,0.11,3,302,0,
2406485,En el corazón de la escandón,9931809,Karina,,Miguel Hidalgo,19.40103,-99.17618,Private room,450,2,47,2022-06-18,0.44,1,365,5,
2419999,Best Location - HISTORIC CENTER REFORMA SECURE 105,2872228,Bruce,,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1045,3,17,2022-10-22,0.16,13,219,6,
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,,Cuauhtémoc,19.41975,-99.17341,Entire home/apt,1494,3,337,2020-03-07,2.56,1,96,0,
2424204,Colonial Suite,12389380,Olivia,,Cuauhtémoc,19.43794,-99.13644,Entire home/apt,1921,3,24,2019-11-14,0.22,6,349,0,
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.35164,-99.15289,Entire home/apt,4763,10,6,2017-12-30,0.05,2,173,0,
350079,beautiful furnished room Rome area,1773936,Elizabeth,,Cuauhtémoc,19.40639,-99.16686,Private room,1067,5,0,,,1,365,0,
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41317,-99.15735,Private room,530,2,132,2022-11-08,1.13,1,62,20,
2436156,Best Views in the heart of Condesa,11926583,Gumaro,,Cuauhtémoc,19.4098,-99.17851,Entire home/apt,1533,4,77,2022-11-07,0.73,2,18,7,
2444573,SPEED WiFi Apartment -Olloqui Park near Coyoacan,12497740,Joaquin,,Benito Juárez,19.36229,-99.17355,Entire home/apt,875,5,16,2022-12-21,0.24,1,304,5,
362583,Spacious Modern Apt. with Parking Near Reforma Ave,1832239,Maria  & Jennifer,,Cuauhtémoc,19.43165,-99.17132,Entire home/apt,1553,2,35,2022-12-03,0.29,1,312,7,
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39129,-99.1888,Private room,408,3,17,2019-04-28,0.16,2,47,0,
370092,Condesa Roma WTC Loft,618769,Ricardo,,Cuauhtémoc,19.40213,-99.16924,Entire home/apt,662,1,409,2022-12-06,3.13,6,167,58,
1226234,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42948,-99.19179,Entire home/apt,2686,6,23,2022-01-03,0.25,1,37,1,
2447795,Cozy loft near park,8324471,Maria,,Miguel Hidalgo,19.41245,-99.18961,Entire home/apt,1750,1,42,2022-11-10,0.39,1,340,8,
375032,Distrito Condesa entire house or by room,1886913,Distrito Condesa,,Cuauhtémoc,19.4075,-99.17561,Private room,13929,1,51,2022-05-09,0.40,10,361,2,
2484037,Loft in the fun part of Condesa,9852611,Rebeca,,Cuauhtémoc,19.41059,-99.17501,Entire home/apt,1600,2,144,2022-08-01,1.34,2,364,5,
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,,Miguel Hidalgo,19.45684,-99.17179,Private room,700,1,0,,,1,365,0,
2506525,"casa en el sur, zona coyoacan",12829914,Maluz,,Coyoacán,19.31669,-99.16917,Private room,220,5,49,2022-12-16,0.47,1,292,2,
1236668,Contemporary apt. in historic spot,5525131,Yolanda,,Cuauhtémoc,19.4336,-99.13224,Entire home/apt,1145,4,8,2022-10-08,0.07,1,348,3,
386265,"Room colonial, green, Coyoacán (Women only)",1933252,Esther,,Coyoacán,19.3424,-99.15419,Private room,310,4,13,2022-11-07,0.12,1,352,3,
1264441,Lovely Bedroom with a view and private bathroom!,3740728,Gabriela,,Miguel Hidalgo,19.41329,-99.18384,Private room,2048,1,0,,,1,332,0,
1283294,"Beguest | Exclusive King Size, Pool Gym US Embassy",5755202,Andres,,Cuauhtémoc,19.42801,-99.16467,Entire home/apt,3105,1,142,2022-11-29,1.30,42,86,11,
2516668,Room in new apartment of 1250ft²,3729922,Pedro,,Benito Juárez,19.39507,-99.15226,Private room,350,30,0,,,1,365,0,
395446,Cool apartment with  the Best Roof Top in Condesa,899360,Julian,,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,2500,5,20,2022-08-05,0.16,6,31,5,
419110,Comfy clean Roøm @Cozy apartment,2084312,Sara,,Cuauhtémoc,19.41017,-99.17886,Private room,640,3,53,2019-11-04,0.67,1,88,0,
2519535,"Villa María, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35418,-99.16338,Private room,1036,2,66,2022-09-08,0.62,5,361,3,
1286695,"Comfortable, beautiful and convenient pied à terre",6998716,Maria,,Miguel Hidalgo,19.43514,-99.18361,Entire home/apt,932,4,26,2022-06-12,0.34,1,175,3,
454077,Explore the City's Historic Center,2256144,Fernanda,,Cuauhtémoc,19.42454,-99.13845,Private room,486,1,2,2017-09-16,0.02,1,365,0,
1288566,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,,Miguel Hidalgo,19.43179,-99.19426,Entire home/apt,3017,2,88,2022-12-16,1.06,3,337,26,
2521698,Art Deco in Condesa King,12910391,Alejandro,,Cuauhtémoc,19.41356,-99.17586,Private room,1359,2,106,2022-12-20,1.12,3,303,20,
454693,"Condesa, ideal for tourism or remote work",1601561,Sylvia Eugenia,,Cuauhtémoc,19.40836,-99.1733,Entire home/apt,1969,3,252,2022-11-15,1.98,1,176,19,
2537481,Beautiful Hideaway in Historic Building Across from the Park,12992813,Roberto,,Cuauhtémoc,19.42018,-99.15945,Entire home/apt,3258,2,308,2022-12-11,3.09,3,316,48,
2537521,2 Bedrooms Apt City skyline view / Balcony,4796027,Marco,,Cuauhtémoc,19.4218,-99.16474,Entire home/apt,2978,2,174,2022-11-05,1.73,3,315,7,
1309198,¡ Hermosa habitación en la Ciudad de México !,7116734,Mafer,,Coyoacán,19.34356,-99.1286,Private room,400,3,1,2018-08-10,0.02,4,153,0,
456242,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33036,-99.21737,Private room,778,3,2,2015-07-08,0.02,2,362,0,
1363110,"Hermosa recámara, cerca La Condesa",6409883,Pato,,Benito Juárez,19.39165,-99.18885,Private room,408,3,26,2018-11-12,0.23,2,48,0,
2540221,Amplio espacio con 2 habitaciones.,13007874,Eduardo,,Coyoacán,19.34347,-99.16108,Entire home/apt,1244,3,30,2022-10-31,0.31,1,354,3,
458808,Departamento  Roma Norte- Sanitizado,2281290,Suites,,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,1153,1,75,2022-12-11,0.86,45,362,25,
2546210,Two rooms in Narvarte apartment,13036898,Luis,,Benito Juárez,19.39561,-99.15013,Private room,250,5,3,2014-08-01,0.03,1,365,0,
1378164,Prívate apartment next to public transport,2492211,Daniel,,Benito Juárez,19.39829,-99.13817,Entire home/apt,421,20,38,2022-04-02,0.72,1,140,2,
486913,Spacious 60´s / San Rafael-Reforma check in 24hrs,2409917,Darío,,Cuauhtémoc,19.43898,-99.16142,Entire home/apt,820,1,32,2022-12-10,0.25,3,360,8,
1380783,Chic Room in Luxury Polanco,7477163,Rodrigo,,Miguel Hidalgo,19.42903,-99.19238,Private room,2426,2,116,2019-05-29,1.06,1,365,0,
1403168,Habitación disponible,7569372,Paola,,Miguel Hidalgo,19.40288,-99.17884,Private room,591,2,1,2020-02-26,0.03,1,365,0,
1403218,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,,Cuauhtémoc,19.44324,-99.14649,Entire home/apt,2717,1,162,2021-01-11,1.46,6,307,0,
2547576,1BR Studio in the heart of Coyoacan,12774111,Carlo,,Coyoacán,19.34706,-99.16568,Entire home/apt,900,4,59,2022-12-12,0.56,2,352,12,
491412,Luxury Room for rent in Santa Fe area México City,2428947,Esther,,Miguel Hidalgo,19.38875,-99.24067,Private room,1124,7,0,,,2,219,0,
2601933,Luxury Apartments in Roma/Condesa,8618270,Benjamin And Martha,,Cuauhtémoc,19.41728,-99.16635,Entire home/apt,2500,3,6,2022-12-04,0.06,4,365,1,
1404363,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.38015,-99.17402,Entire home/apt,980,4,129,2022-05-16,1.13,2,188,8,
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,Cuauhtémoc,19.43621,-99.13874,Entire home/apt,4378,3,24,2022-08-05,0.19,6,168,1,
499676,"Fabulous 3BR penthouse, Views, Historic Center",1297488,Petra,,Cuauhtémoc,19.43651,-99.13905,Entire home/apt,6822,3,2,2014-12-14,0.02,6,168,0,
2643099,Charming room Center Coyoacan FRIDA,13530256,Pilar,,Coyoacán,19.33753,-99.15454,Private room,675,2,42,2022-11-26,0.41,2,338,5,
501037,The best cheap flat in La Condesa!!,1364145,Humberto,,Cuauhtémoc,19.41578,-99.17425,Entire home/apt,1200,5,97,2022-11-13,0.77,2,82,23,
2666125,Amazing 2BR in Condesa with fantastic City View,2072566,Juan,,Cuauhtémoc,19.4141,-99.17348,Entire home/apt,3280,500,95,2020-03-03,1.09,1,143,0,
1411454,Modern Suite in Roma Mansion,7609684,Juan Carlos,,Cuauhtémoc,19.41701,-99.1658,Entire home/apt,1743,3,311,2022-12-15,2.73,4,92,37,
517503,Nice big room near airport,2547499,Irma,,Venustiano Carranza,19.43784,-99.07903,Private room,550,1,207,2022-11-28,3.59,3,364,22,
1429120,Great location & security single bedroom Apartment,6203086,Jose,,Benito Juárez,19.36926,-99.1804,Private room,290,2,28,2022-08-13,0.25,3,303,5,
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,,Álvaro Obregón,19.38552,-99.22276,Private room,486,2,0,,,1,87,0,
1441365,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,Cuauhtémoc,19.42029,-99.17323,Entire home/apt,1359,4,101,2022-11-27,0.92,2,294,14,
1441434,WiFi con vista Áreas verdes Rascacielos Reforma,7740056,Mireya Cristina,,Cuauhtémoc,19.429101480142926,-99.16076301415174,Entire home/apt,2829,1,212,2022-12-15,1.85,2,176,7,
2691955,Master bedroom  big apartment Condesa México City,13776595,Raúl,,Cuauhtémoc,19.40759,-99.17253,Private room,920,14,79,2022-08-27,0.74,3,332,2,
525618,Beautiful Colonia Roma apartment,2566629,Alejandra & Billy,,Cuauhtémoc,19.41588,-99.15981,Entire home/apt,2218,120,26,2018-09-10,0.21,1,257,0,
2702917,A small independent space,13833034,Gabriele,,Miguel Hidalgo,19.41633,-99.18026,Private room,540,5,10,2020-06-02,0.10,1,154,0,
2729425,"Bright, quiet, clean, centric, garden view",12581631,Pablo,,Benito Juárez,19.39551,-99.17676,Private room,220,15,2,2021-12-18,0.03,8,2,0,
1462549,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,1094,5,88,2022-12-03,0.78,10,56,18,
527473,Roma Condesa Espectacular Home,158585,Fernando,,Cuauhtémoc,19.41887,-99.17333,Entire home/apt,4114,2,274,2022-12-11,2.17,1,205,49,
1476127,Habitación  Frida - cocina y balcón  compartido,7900007,Martha Leticia,,Benito Juárez,19.38021,-99.16878,Private room,750,1,197,2022-12-25,1.74,2,356,22,
2729571,Great apartment Mexico city center,13969223,Lupita,,Cuauhtémoc,19.44551,-99.15605,Entire home/apt,959,3,66,2020-02-19,0.67,1,91,0,
2730883,Sunny room + balcony in classic house,12581631,Pablo,,Benito Juárez,19.39567,-99.17694,Private room,246,28,16,2022-08-09,0.21,8,0,2,
544105,"Nuevo Polanco, increíble ubicación! (Hab Priv)",2674950,Elizabeth,,Miguel Hidalgo,19.4419,-99.20079,Private room,907,2,45,2022-12-08,0.67,1,175,14,
2745912,Estudio  con baño privado. Entrada Independiente,14047971,Mari Carmen,,Benito Juárez,19.37496,-99.17334,Private room,345,2,49,2022-12-10,0.66,1,156,9,
2784853,♡50% Off Dtown Terrace & Kitchen Speed Up 100 MBPS,5755202,Andres,,Venustiano Carranza,19.41833,-99.11802,Entire home/apt,2083,3,116,2022-09-18,1.21,42,84,4,
2789086,Cuarto en la Juárez,14266395,Lucas,,Cuauhtémoc,19.42793,-99.15546,Private room,650,3,0,,,1,365,0,
1483498,Location: Sunny & Cozy 2bedrms 1.5baths,7936694,Luz,,Cuauhtémoc,19.4144,-99.17742,Entire home/apt,1139,2,225,2022-12-24,1.99,2,158,26,
567176,Un descanso en CDMX,2336127,Ana Karen,,Cuauhtémoc,19.45595,-99.15944,Private room,223,7,25,2022-11-13,0.28,1,318,1,
1483664,Short/Long Term near Coyoacan&Cntr Nat delas Artes,6373011,La Casita DF,,Iztapalapa,19.35796,-99.12219,Private room,583,30,3,2018-10-29,0.05,2,341,0,
1547284,SUPER CLEAN great sunny apartment in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.37845,-99.17221,Entire home/apt,1000,1,52,2022-12-03,0.46,2,333,3,
2794006,"1 BR, queen size bed, security 24h, fast internet",14291448,Miguel,,Benito Juárez,19.37892,-99.1889,Entire home/apt,935,3,36,2022-11-27,0.59,1,303,9,
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41346,-99.1775,Hotel room,3120,1,1,2019-02-08,0.02,12,197,0,
