id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36354605,Pedregal de Coyoacán Privanza,273391912,Gabriela,,Coyoacán,19.33805,-99.16213,Private room,600,3,0,,,1,180,0,
36812607,Bonito y cómodo departamento en polarea Polanco,276708631,Jose Carlos,,Miguel Hidalgo,19.44594,-99.20205,Entire home/apt,970,1,0,,,1,338,0,
36361591,PH Latitud Polanco- 1cuarto -1 baño,258273435,Lauren,,Miguel Hidalgo,19.43917,-99.18961,Entire home/apt,2500,2,1,2019-07-23,0.02,1,147,0,
36592713,Cómodo y súper bien ubicado,275053395,Amparo,,Miguel Hidalgo,19.45723,-99.21316,Entire home/apt,700,1,124,2022-12-05,2.95,1,179,27,
36813247,Loft Alameda,28407212,Ricardo,,Cuauhtémoc,19.43271,-99.14576,Entire home/apt,820,3,85,2022-12-27,2.05,2,327,38,
36594802,Disfruta la calidez y ubicación.,156370168,Lorelai,,Miguel Hidalgo,19.44153,-99.18771,Entire home/apt,2500,2,0,,,1,0,0,
36363769,Private room in Condesa close to the Park Mexico,80076939,Gabriela,,Cuauhtémoc,19.41325,-99.16607,Private room,688,2,48,2022-12-11,3.35,1,38,42,
36813743,BONITO Y CÉNTRICO DEPARTAMENTO EN RENTA,276719205,Maribel,,Miguel Hidalgo,19.45097,-99.1973,Entire home/apt,851,90,0,,,1,180,0,
36831240,Excelente Loft en ciudad de los Deportes,132857929,Kiev,,Benito Juárez,19.38154,-99.18062,Entire home/apt,650,2,17,2022-10-23,0.41,1,128,2,
36383327,Recámara ejecutiva cerca del WTC,255436995,Rosa,,Benito Juárez,19.39533,-99.17772,Private room,580,1,15,2022-10-14,0.43,1,334,11,
36841307,"Casa Donceles Apt 4❤️Ideal for Families, sanitized",54497443,Livia,,Cuauhtémoc,19.436872482299805,-99.13837432861328,Entire home/apt,2908,1,6,2022-09-04,0.16,10,149,3,
36596868,La casa de los que se Acomoden,275082834,Ivana,,Tlalpan,19.27414,-99.18639,Private room,241,5,0,,,1,365,0,
36843482,A unos pasos del mercado Medellin Colonia Roma,85312727,Adrik,,Cuauhtémoc,19.40733,-99.16317,Entire home/apt,1277,3,106,2022-12-09,2.58,3,248,36,
36598744,Antigua,26000621,Teru,,Cuajimalpa de Morelos,19.36321,-99.27491,Entire home/apt,700,30,4,2020-10-01,0.10,1,179,0,
36600569,Balcony / Near Parque Mexico 7 min walking dist,22931264,Chio & Alejandro,,Cuauhtémoc,19.41295,-99.17284,Entire home/apt,2523,2,65,2022-11-04,1.58,4,306,23,
36385069,Pensión-Casa-Martha,268330697,Martha,,Xochimilco,19.26922,-99.14356,Private room,360,1,2,2022-08-20,0.21,1,283,2,
36386190,"Bonito departamento , céntrico, en ""Punto DF""",99796332,Alberto,,Cuauhtémoc,19.4478,-99.13876,Entire home/apt,650,2,5,2021-12-22,0.12,1,162,0,
36387099,Acogedor y luminoso depa en La Roma,23382111,Gerardo,,Cuauhtémoc,19.41897,-99.16259,Entire home/apt,1306,1,49,2022-11-16,1.19,25,312,33,
36849616,Hermoso depa en Miyana: Alberca+Jacuzzi+Super24Hrs,100828583,Yoav,,Miguel Hidalgo,19.43909,-99.20083,Entire home/apt,2250,2,97,2022-12-15,2.40,6,300,38,
36387250,Gran departamento...santa fe - Cosmocrat,16143855,Poncho,,Álvaro Obregón,19.37839,-99.25409,Entire home/apt,1501,3,22,2022-11-03,0.58,1,359,4,
36602393,Casa comoda para descansar,178628799,Alan,,Álvaro Obregón,19.36644,-99.19755,Entire home/apt,5327,2,0,,,1,90,0,
36850225,The Point Santafe,63307033,Andres,,Álvaro Obregón,19.37886,-99.2573,Entire home/apt,1283,3,21,2022-10-05,0.51,12,159,5,
36603616,"MODERN  LOFT, very well located with roof top!",241327887,Kristofer,,Benito Juárez,19.38664,-99.18153,Entire home/apt,1297,1,296,2022-12-27,7.06,21,339,82,
36604011,Perfecto Loft en gran ubicación,91265490,HOMi,,Miguel Hidalgo,19.39939,-99.17495,Entire home/apt,860,1,102,2022-10-16,2.41,109,244,36,
36391613,Departamento completo Coapa CDMX,106653524,Christopher,,Tlalpan,19.29929,-99.11727,Entire home/apt,1380,2,29,2022-12-11,1.18,3,175,12,
36850674,The Point II,63307033,Andres,,Álvaro Obregón,19.37837,-99.25764,Entire home/apt,1283,5,11,2022-11-20,0.43,12,365,8,
36604351,Perfecto Loft en gran ubicación,91265490,HOMi,,Miguel Hidalgo,19.40019,-99.1759,Entire home/apt,877,1,197,2022-12-23,4.66,109,337,44,
36850865,The Point III,63307033,Andres,,Álvaro Obregón,19.37663,-99.25567,Entire home/apt,1283,5,16,2022-07-09,0.41,12,349,2,
36604584,Perfecto Loft en gran ubicación.,91265490,HOMi,,Miguel Hidalgo,19.40075,-99.1767,Entire home/apt,821,1,155,2022-12-27,3.80,109,363,38,
36391804,Rento bonita habitación en zona de Coyoacán,274375496,Sonia,,Coyoacán,19.33661,-99.12282,Private room,250,1,31,2022-11-30,0.75,2,362,14,
36866291,Casa Mexicana rodeada de árboles cerca de Sta. Fe,93951966,Margarita,,Álvaro Obregón,19.34088,-99.25678,Private room,700,4,0,,,2,272,0,
36394233,Habitación con baño privado,1809368,Flor,,Coyoacán,19.34456,-99.12493,Private room,211,7,0,,,5,0,0,
36411386,Casa Zafiro - Colorful Flat in Core of Polanco,7508019,Alina,,Miguel Hidalgo,19.43098,-99.201,Entire home/apt,5384,7,159,2022-12-06,3.79,5,362,43,
36605906,“Viva Coyoacán “ el placer de lo tradicional.,271103557,Rosario,,Coyoacán,19.34397,-99.16043,Entire home/apt,1950,2,39,2022-12-11,0.94,4,87,10,
36872067,Luxury Apartment close to Downtown w/Roof Garden,4894120,Ilse,,Cuauhtémoc,19.43674,-99.16072,Entire home/apt,1344,2,97,2022-12-14,2.32,9,118,36,
36876205,Habitación con bonita vista Parque de los Venados,174412482,Ronald,,Benito Juárez,19.36835,-99.15144,Private room,220,4,6,2021-11-18,0.34,1,88,0,
36608522,Renta departamento en colonia del valle,264094203,Abraham,,Benito Juárez,19.38135,-99.16596,Entire home/apt,26000,365,0,,,1,365,0,
36622350,Perfecto Loft en gran ubicación,91265490,HOMi,,Miguel Hidalgo,19.40115,-99.17627,Entire home/apt,750,1,52,2020-12-22,1.25,109,0,0,
36624037,"Condesa, Cozy & Comfy place",275271911,Claudia,,Cuauhtémoc,19.41045,-99.17415,Entire home/apt,1000,1,33,2021-01-07,0.78,2,118,0,
37095453,Amazing view in Condesa pool + gym + parking + AC,13677387,Carlos,,Cuauhtémoc,19.41556,-99.17751,Entire home/apt,2010,2,120,2022-12-26,2.95,5,308,47,
37095670,Recamara con baño privado en Narvarte,107190338,Christian,,Benito Juárez,19.38128,-99.15942,Private room,252,4,10,2021-09-18,0.24,2,273,0,
36880774,"""Una habitación  propia""",277206151,Irene Beatriz,,Benito Juárez,19.39768,-99.16888,Private room,490,2,115,2022-12-23,2.79,1,22,46,
37097077,Great Apartment near Frida Kahlo House,191199975,Laura,,Benito Juárez,19.36209,-99.16309,Entire home/apt,1687,3,32,2022-11-21,0.79,2,180,8,
36628442,Nice & Comfortable room near Masaryk. 17,42943092,Caravansaro,,Miguel Hidalgo,19.43197,-99.20164,Private room,656,1,50,2022-12-12,1.20,26,364,12,
36632217,"Habitación frente Perisur,  INAI, INP, CU (UNAM)",252207703,Areli,,Tlalpan,19.29966,-99.19275,Private room,2500,4,3,2022-11-02,0.23,2,180,2,
36633514,Hermosa suite doble en perfecta ubicación,91265490,HOMi,,Cuauhtémoc,19.4325,-99.16931,Entire home/apt,845,1,313,2022-12-23,7.43,109,322,87,
36883290,Incrediloft 15,61863829,Benito,,Cuauhtémoc,19.43459,-99.14475,Entire home/apt,1844,3,1,2022-01-03,0.08,1,178,1,
36641593,Departamento con terraza,91265490,HOMi,,Cuauhtémoc,19.43256,-99.16922,Entire home/apt,1110,1,188,2022-12-17,4.47,109,243,55,
37110274,Pequeña habitación en el corazón de Polanco.  9,4647678,Caravansaro,,Miguel Hidalgo,19.43315,-99.2006,Private room,384,1,36,2022-12-11,0.86,13,364,14,
37111622,Acogedora habitación en el centro de Polanco.  7,4647678,Caravansaro,,Miguel Hidalgo,19.43315,-99.2006,Private room,533,1,46,2022-12-13,1.10,13,362,9,
36885015,Habitación sencilla en el bosque,225426029,Brenda,,Tlalpan,19.24858,-99.24427,Private room,1000,1,1,2021-10-14,0.07,2,74,0,
36641695,Cuarto con baño privado cerca de Citibanamex VM3,4647678,Caravansaro,,Miguel Hidalgo,19.43686,-99.21067,Private room,1028,1,78,2022-07-28,1.85,13,231,7,
36886073,VH | Great apt 3 BR + wifi | Condesa | 19,22758914,Raquel,,Cuauhtémoc,19.40916,-99.17144,Entire home/apt,3503,1,221,2022-12-11,5.34,92,262,52,
36642173,"Nuevo Estudio/departamento, Centro Histórico",108582490,Mario,,Cuauhtémoc,19.43164,-99.14191,Entire home/apt,712,1,146,2022-12-25,3.48,1,341,66,
36642795,Cuarto en Polanco cerca de Hospital Militar VM4,4647678,Caravansaro,,Miguel Hidalgo,19.43686,-99.21067,Private room,706,1,47,2021-06-24,1.11,13,215,0,
37117164,Cozy apartment in Polanco for expats/home office,47698794,Rafael,,Miguel Hidalgo,19.43751,-99.18908,Entire home/apt,1583,4,27,2022-12-19,0.68,3,332,7,
36905613,Loft privado,270191714,Leticia,,Álvaro Obregón,19.36763,-99.21738,Entire home/apt,329,2,5,2022-06-22,0.58,2,85,5,
36909216,Habitación Zócalo en CENTRO Histórico CDMX,28407212,Ricardo,,Cuauhtémoc,19.43214,-99.14561,Private room,597,3,31,2022-11-18,0.74,2,341,17,
37117500,Amazing Loft PB3 Down Town México,278194828,Dulce,,Cuauhtémoc,19.43439,-99.12908,Entire home/apt,759,1,112,2022-12-10,2.72,33,257,34,
36643469,Habitación en Polanco cerca Centro Citibanamex VM5,4647678,Caravansaro,,Miguel Hidalgo,19.43686,-99.21067,Private room,626,1,91,2022-10-30,2.15,13,14,17,
36666070,Perfecto Loft en gran ubicación,91265490,HOMi,,Miguel Hidalgo,19.39906,-99.17519,Entire home/apt,891,1,175,2022-12-16,4.17,109,359,21,
36919442,"7 cómoda Habitación,súper ubicada.cerca unam,itam",64363285,Perla,,Álvaro Obregón,19.33729,-99.19677,Private room,500,7,3,2020-03-12,0.09,5,365,0,
36666581,Perfecto Loft en gran ubicación,91265490,HOMi,,Miguel Hidalgo,19.40112,-99.17534,Entire home/apt,869,1,129,2022-12-19,3.07,109,324,26,
36919924,EXCELLENT PLACE PERFECT LOCATION,24463992,Eduardo,,Cuauhtémoc,19.40832,-99.17615,Entire home/apt,750,21,6,2021-08-07,0.15,1,332,0,
37118010,Cozy Loft Down Town Mexico 202,278194828,Dulce,,Cuauhtémoc,19.43588,-99.13836,Entire home/apt,783,1,147,2022-12-05,3.58,33,256,36,
36928377,Polanco en Parques Polanco,106895075,Lu,,Miguel Hidalgo,19.44012,-99.18734,Entire home/apt,7500,45,2,2022-10-26,0.05,1,173,1,
37121479,Departamento de 90 m2 al sur de la ciudad!,279224517,Ricardo,,Xochimilco,19.27664,-99.12067,Entire home/apt,800,1,4,2019-08-08,0.10,1,1,0,
36948660,"Luminoso, acogedor y céntrico apartamento-estudio",247886732,Etel,,Benito Juárez,19.39007,-99.13796,Entire home/apt,568,5,60,2022-11-21,1.46,1,264,16,
37123847,Hermoso departamento con excelente ubicación,59108220,Yolanda,,Cuauhtémoc,19.45918,-99.13961,Entire home/apt,700,3,35,2022-12-05,0.85,1,165,6,
36668508,El rincón de Xochimilco,251978947,Paty,,Xochimilco,19.25934,-99.10517,Entire home/apt,550,2,67,2022-05-23,1.60,1,337,8,
36671309,Wonderful Apartment in Narvarte.,246453043,María Elena,,Benito Juárez,19.39146,-99.14838,Entire home/apt,750,1,20,2022-11-21,0.49,1,364,9,
36676477,Habitación privada  Quinta Doña Came (ind),266412193,Aida,,Cuajimalpa de Morelos,19.35536,-99.28693,Private room,400,2,12,2022-11-20,0.30,4,179,4,
36676678,"Bonito, amplio y cómodo departamento",177558172,Omar David,,Gustavo A. Madero,19.50332,-99.12372,Entire home/apt,1250,2,70,2022-12-12,1.70,1,353,19,
36695730,Cozy and spacious 2 bedroom apartment,23183565,Marissa,,Miguel Hidalgo,19.43147,-99.17292,Entire home/apt,1000,2,42,2022-12-18,1.00,2,343,18,
36968403,"“La Guayaba”, Mini suite, Condesa",33621065,Tonatiuh,,Cuauhtémoc,19.41135,-99.17899,Entire home/apt,850,2,33,2022-11-05,0.80,7,363,7,
37124610,Habitación Completa,18267271,Juan Manuel,,Tlalpan,19.30282,-99.13138,Entire home/apt,550,1,1,2020-01-18,0.03,2,364,0,
36970119,Hospedaje zona segura con vigilancia,277918291,María,,Coyoacán,19.30286,-99.17172,Entire home/apt,300,61,0,,,1,90,0,
37124633,Blue anthropologie,5926472,Pat,,Benito Juárez,19.38617,-99.16756,Private room,570,3,0,,,1,364,0,
37125100,"Casa Azul Aragon""1""a 7 Minutos del Aeropuerto",210216448,Fabian,,Gustavo A. Madero,19.45191,-99.09346,Private room,450,1,26,2022-11-20,0.62,5,171,4,
36695789,WTC Great Place in Mexico City's Heart,275749678,Mauricio,,Benito Juárez,19.38915,-99.17806,Entire home/apt,1514,2,88,2022-12-12,2.11,1,138,20,
36701811,Departamento Los Coyotes. Camina 1.9Km a Coyoacan.,23944392,Fabian,,Coyoacán,19.34064,-99.15349,Entire home/apt,1000,2,67,2022-12-27,1.60,1,173,25,
36704557,Ladeladelvalle-fully renovated & full of character,82619279,Rodrigo,,Benito Juárez,19.39411,-99.1719,Entire home/apt,1150,2,40,2022-12-02,0.96,2,235,13,
36976190,Renta habitación zona hospitales Tlalpan (mujeres),79142025,Raquel,,Tlalpan,19.2824,-99.16189,Private room,250,4,3,2022-10-28,0.42,7,177,3,
36978744,Habitación Individual 2,75299026,Gerardo,,Coyoacán,19.35339,-99.16129,Private room,380,5,0,,,8,363,0,
36724695,"Hermoso departamento tipo loft, acabados de lujo",39051592,Andy,,Miguel Hidalgo,19.38934,-99.24271,Entire home/apt,1200,5,1,2022-12-06,1,2,88,1,
37126437,Estudio Jardín Imagen Digital,275815535,Cuauhtemoc,,Milpa Alta,19.20356,-99.01392,Private room,304,3,0,,,1,29,0,
36979600,"WTC Napoles, BIG BEDS, Secure, Sanitized, Condesa",277453566,Miguel Angel,,Benito Juárez,19.3966,-99.17272,Entire home/apt,1691,2,51,2022-12-23,1.39,1,153,25,
37126838,¡Ambiente agradable y cómodo!,279272410,Luis Fernando,,Coyoacán,19.33778,-99.13478,Private room,3000,1,0,,,1,90,0,
37127254,Reforma - Down Town Mexico CITY super LOFT!!,94850458,Adriana,,Cuauhtémoc,19.43136,-99.16309,Entire home/apt,894,5,21,2022-12-12,0.54,1,265,16,
37128627,Hermosa habitación con baño privado en Polanco. 10,4647678,Caravansaro,,Miguel Hidalgo,19.43315,-99.2006,Private room,661,1,46,2022-12-24,1.11,13,356,6,
36728270,Hogar de Tlalpan1     20% off por semana,230992075,Ricardo,,Tlalpan,19.29166,-99.15567,Private room,450,2,25,2022-10-29,0.62,8,356,6,
36728509,Tranquilo y agradable Loft excelente ubicacion,276067575,Myrna,,Azcapotzalco,19.46616,-99.15814,Entire home/apt,898,2,14,2022-12-05,0.34,1,179,5,
36980999,Roma Sur Spacious Apartment,278037111,Alberto,,Cuauhtémoc,19.40215,-99.16422,Entire home/apt,1080,2,55,2022-12-10,1.39,1,151,19,
36729540,Hogar de Tlalpan 2 20% off por semana,230992075,Ricardo,,Tlalpan,19.29075,-99.15616,Private room,550,2,46,2022-12-13,1.10,8,356,17,
36729886,Casa Laurel Villa Verdún,102084443,Maritza,,Álvaro Obregón,19.3365,-99.25713,Private room,680,2,1,2019-12-05,0.03,4,364,0,
37130324,"Casa Azul Aragon""4""a 7 Minutos del Aeropuerto",210216448,Fabian,,Venustiano Carranza,19.45069,-99.09319,Private room,450,1,24,2022-09-23,0.58,5,178,1,
37144690,Magnífica habitación a media cuadra de Masaryk. 11,4647678,Caravansaro,,Miguel Hidalgo,19.43315,-99.2006,Private room,539,1,35,2022-11-06,0.84,13,364,5,
36982901,Enjoy your room in a modern and cozy apartment,248772692,Eduardo,,Miguel Hidalgo,19.41051,-99.18807,Private room,325,1,3,2020-12-20,0.07,3,211,0,
37148182,20% off / COZY Mexican NEST / 200mb Wifi / Condesa,113302248,Juan Pablo,,Cuauhtémoc,19.41888,-99.17305,Entire home/apt,1223,7,44,2022-11-30,1.09,13,0,18,
37148834,Premier private apartment four guests downtown,42700394,Hugo Brauer,,Cuauhtémoc,19.43529,-99.14608,Entire home/apt,1056,1,51,2022-11-03,1.26,39,307,28,
36730335,Departamento súper bien ubicado en col. Portales.,276084668,Gustavo,,Benito Juárez,19.36262,-99.14519,Entire home/apt,610,3,19,2022-08-12,0.46,1,331,6,
36984115,Habitación en el corazón de la Ciudad de México,190296192,Abril,,Cuauhtémoc,19.42329,-99.15278,Private room,280,2,7,2022-11-30,0.17,3,323,5,
37148965,Cozy Loft 204 Down Town Mexico,278194828,Dulce,,Cuauhtémoc,19.4363,-99.12979,Entire home/apt,773,1,104,2022-12-11,2.52,33,361,34,
36985276,Habitación céntrica en barrio de la CdMx,190296192,Abril,,Cuauhtémoc,19.42121,-99.15167,Private room,280,2,8,2022-01-05,0.19,3,363,1,
36730636,Coyoacan Frida's Favorite Loft,66564337,Larissa,,Coyoacán,19.35675,-99.15624,Entire home/apt,900,3,24,2022-12-11,0.62,1,154,8,
37010686,¡Excelente ubicación Centro Histórico de Coyoacán!,69886882,Ana Luisa,,Coyoacán,19.34741,-99.16257,Private room,599,5,0,,,6,286,0,
37149562,"Cuarto a estudiantes, cerca CU, atrás de Gran Sur",279437052,Beatriz,,Coyoacán,19.30345,-99.16734,Private room,200,7,0,,,1,180,0,
37013146,Magnifico duplex  90m2 en el corazón de la Condesa,90334527,David,,Cuauhtémoc,19.41684,-99.16858,Entire home/apt,2512,4,80,2022-12-08,2.03,1,300,38,
37149922,Amazing Loft 203 Downtown Mexico,278194828,Dulce,,Cuauhtémoc,19.43616,-99.13002,Entire home/apt,676,1,101,2022-12-09,2.45,33,82,37,
37150381,Amazing Loft 402 Downtown Mexico.,278194828,Dulce,,Cuauhtémoc,19.43637,-99.12792,Entire home/apt,750,1,99,2022-12-04,2.40,33,264,42,
37153284,"Casa Azul Aragon""5""a7 Minutos Aeropuerto",210216448,Fabian,,Venustiano Carranza,19.45115,-99.09348,Private room,450,1,37,2022-03-20,0.89,5,145,1,
36730914,Pepe’s house el mejor lugar del centro histórico.,220393685,Israel,,Cuauhtémoc,19.4285,-99.1359,Entire home/apt,1260,6,12,2022-11-22,0.29,1,291,5,
36732062,Moderno apartamento Condesa con Aire&Calefacción,33078207,Nicolás,,Cuauhtémoc,19.40765,-99.17035,Entire home/apt,1148,2,28,2022-12-21,1.63,6,295,21,
37013485,Amazing room with terrace near Masaryk. 16,42943092,Caravansaro,,Miguel Hidalgo,19.43223,-99.20146,Private room,530,1,61,2022-09-11,1.46,26,355,4,
36732970,Deluxe place in Roma/Condesa to enjoy Mexico City,144338555,Rafael,,Cuauhtémoc,19.41724,-99.16626,Entire home/apt,1985,2,37,2022-12-25,0.89,1,302,26,
37153750,Charming room 5 minutes from condesa with balcony,5426078,Amandine,,Benito Juárez,19.39806,-99.16962,Private room,850,7,0,,,2,58,0,
37013936,Super cool & comfortable in the heart of Condesa.,6239808,Maria Jose,,Cuauhtémoc,19.41619,-99.1791,Entire home/apt,2286,4,3,2022-11-04,0.16,1,364,2,
37017718,Alojamiento céntrico a 15 minutos del foro Sol,111486136,Ed,,Venustiano Carranza,19.41496,-99.11069,Private room,273,1,97,2022-12-24,2.38,2,352,34,
37154793,"Casa Azul Aragon""3""a 7 Minutos del Aeropuerto",210216448,Fabian,,Venustiano Carranza,19.45099,-99.09317,Private room,450,1,74,2022-05-27,1.79,5,145,4,
36735428,Luxury Apartment with + 20 Amenities,97679313,Cristopher,,Benito Juárez,19.3755,-99.15993,Entire home/apt,800,2,14,2022-05-01,0.36,1,10,7,
37329822,Polanco Area - Cool Apartment,153825406,Carlos,,Miguel Hidalgo,19.44224,-99.20105,Entire home/apt,1189,1,176,2022-12-09,4.24,9,362,66,
37017942,Recamara amueblada con baño independiente,267206164,Octavio,,Tlalpan,19.28372,-99.22004,Entire home/apt,500,1,2,2021-06-16,0.05,1,364,0,
37329886,Habitación privada al sur de la CDMX (Coyoacán),278211769,Maw,,Coyoacán,19.32812,-99.15856,Private room,200,1,9,2022-12-19,0.22,1,80,2,
37337603,Habitación Lindavista privada  zona Hospitales.,167738537,Victoria,,Gustavo A. Madero,19.4884,-99.13542,Private room,250,10,8,2020-03-14,0.20,5,365,0,
37155763,Renta de bonitas recamaras para estudiantes.,279304135,Hilda,,Coyoacán,19.32086,-99.14958,Private room,2400,1,0,,,1,365,0,
37018676,Hermoso departamento 3 rec Bosques de las Lomas,27841247,Montserrat,,Miguel Hidalgo,19.41243,-99.2333,Entire home/apt,2823,2,4,2022-05-29,0.32,29,4,3,
37155803,LUXURY APARTMENT: 360º CITY VIEW & AMENITIES!,162857799,Martín,,Cuauhtémoc,19.41041,-99.18116,Entire home/apt,2300,2,229,2022-12-19,5.58,3,305,69,
37363205,Lovely room near to Masaryk Avenue. 14,42943092,Caravansaro,,Miguel Hidalgo,19.43407,-99.20154,Private room,462,1,81,2022-12-11,1.96,26,365,16,
37019761,Recámara a una estación del metrobús Riobamba.,54073610,Maria Fernanda,,Gustavo A. Madero,19.48846,-99.13116,Private room,250,2,0,,,1,0,0,
37363786,Peaceful & Beauty room in Polanco with terrace. 15,42943092,Caravansaro,,Miguel Hidalgo,19.43345,-99.19957,Private room,718,1,53,2022-12-18,1.28,26,363,8,
37156635,Habitación Museo Soumaya,279544864,Adriana,,Miguel Hidalgo,19.4406,-99.20513,Private room,750,2,0,,,1,0,0,
37021430,ESPECTACULAR DEPARTAMENTO!!  ZONA SEGURA. ANÍMATE!,12756313,Jorge,,Álvaro Obregón,19.33812,-99.19476,Entire home/apt,1000,3,3,2022-02-05,0.07,6,362,1,
37157741,1954 Roma Norte with private patio.,7559256,Josef,,Cuauhtémoc,19.41195,-99.15673,Entire home/apt,1017,2,176,2022-12-20,4.33,1,11,61,
37365453,The Zen Bear Roof Garden - Charming Tiny house,3065650,Jahziel,,Benito Juárez,19.40126,-99.14501,Entire home/apt,1143,3,68,2022-12-13,1.69,1,154,26,
37022027,MACNÍFICO  DEPARTAMENTO ZONA MUY SEGURA. ANÍMATE.,12756313,Jorge,,Álvaro Obregón,19.33655,-99.19555,Entire home/apt,900,3,1,2022-07-14,0.18,6,362,1,
37368317,Stunning full apartment in condesa/ 3bed,4296667,Andy,,Cuauhtémoc,19.41087,-99.17128,Entire home/apt,5829,1,5,2021-06-25,0.12,2,0,0,
37159277,Departamento con estudio/gym y estacionamiento,239003754,Martha,,Benito Juárez,19.39387,-99.18808,Entire home/apt,750,2,12,2022-12-12,0.29,2,85,3,
37023263,"La Roma, Newly Renovated, Elegant Studio",267983259,Marco,,Cuauhtémoc,19.41063,-99.16199,Entire home/apt,972,2,36,2022-11-28,0.86,25,355,25,
37023782,#Polanco area #chic #cozy w/ #balcony #pool  #gym,47542109,Ana,,Miguel Hidalgo,19.4409,-99.19708,Entire home/apt,1650,15,11,2021-09-11,0.27,1,1,0,
37159421,Casa Perote Mexico,279598291,Ivonne,,Miguel Hidalgo,19.42509,-99.22364,Entire home/apt,4357,2,9,2022-11-21,0.22,1,29,2,
37159673,"Casa Azul Aragon""2""a 7 Minutos del Aeropuerto",210216448,Fabian,,Gustavo A. Madero,19.45272,-99.09204,Private room,450,1,54,2022-11-19,1.35,5,178,7,
37160127,Lujoso departamento amueblado y equipado N.Polanco,242832049,Vanessa,,Miguel Hidalgo,19.44232,-99.20059,Entire home/apt,1100,180,0,,,1,180,0,
37371142,Colorido y Acogedor Departamento en CDMX/Coyoacán,184397881,Grecia,,Coyoacán,19.32443,-99.119,Entire home/apt,1000,2,15,2020-03-02,0.36,3,0,0,
37040764,Cuarto cerca de Auditorio Nacional. 8,4647678,Caravansaro,,Miguel Hidalgo,19.43315,-99.2006,Private room,436,1,42,2022-12-20,1.00,13,365,11,
37386640,Spacious mezz. 2Br w/ patio | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,2652,1,31,2022-12-11,0.79,31,354,11,
37172230,"Habitación muy cerca de Masaryk, Antara, Carso. 12",4647678,Caravansaro,,Miguel Hidalgo,19.43315,-99.2006,Private room,643,1,50,2022-12-10,1.20,13,361,14,
37041403,Habitación con cocina/baño totalmente independient,147519958,Genaro,,Coyoacán,19.3241,-99.11028,Private room,350,3,29,2022-12-10,0.72,3,168,12,
37178495,RENTO RECÁMARA *AMABILIDAD* EN SANTA FE,49735631,Jorge,,Cuajimalpa de Morelos,19.36702,-99.26867,Private room,399,1,18,2022-12-01,0.46,18,351,9,
37044269,Departamento acogedor e iluminado  super ubicado,88570740,Juan,,Benito Juárez,19.37482,-99.18996,Entire home/apt,1059,4,6,2021-06-19,0.15,1,330,0,
37396193,Mezz. 2Br w/ private terrace | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,2652,1,40,2022-11-25,1.04,31,360,13,
37396311,1Br mezz. suite w/ terrace | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,1748,1,47,2022-10-02,1.19,31,362,24,
37396411,Mezz. 1Br w/ private terrace | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,1964,1,56,2022-12-21,1.42,31,347,24,
37396543,Beautiful & chic | 2Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,1896,1,30,2022-11-06,0.76,31,354,6,
37052779,Acogedora habitación Narvarte,269630862,Manuela,,Benito Juárez,19.39515,-99.15365,Private room,240,3,11,2022-10-30,0.27,2,332,1,
37396650,Heart of CDMX | 2Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,2402,1,24,2022-12-04,0.66,31,364,12,
37396841,The soft dream | 1Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,1887,1,49,2022-12-11,1.27,31,329,26,
37396970,Cozy and chic | 1Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,1894,1,55,2022-12-02,1.43,31,349,16,
37397140,Stylish & modern | 2Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,2503,1,53,2022-12-04,1.35,31,334,20,
37054098,In Trendy Roma! With amazing MURAL & TERRACE!,85312727,Adrik,,Cuauhtémoc,19.40734,-99.1621,Entire home/apt,2007,3,83,2022-12-15,2.05,3,248,22,
37397311,Trendy & Comfy | 2Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,2081,1,28,2022-11-20,0.72,31,356,8,
37397456,Gentle haven | 1Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,2057,1,65,2022-12-12,1.71,31,243,26,
37397532,Heart of it all | 1Br Suite | Roma Norte | Illumé,212306974,Stanley,,Cuauhtémoc,19.414452,-99.165009,Entire home/apt,1902,1,54,2022-12-07,1.37,31,345,14,
